supermarket_id;supplier_id;delivery_date;amount;name;opening_date;supplier_name;supplier_type;department_id;department_info
299;439;2034-09-26;1471,12;Nova Compra;2025-02-06;SnackHouse Distribuicao;snacks;;fruta e legumes
102;836;2025-10-18;853,68;BomPreco;2022-07-06;Padaria Industrial;bakery supplies;;congelados
17;299;2025-05-26;1925,88;Nova Compra;2021-06-10;SnackHouse Distribuicao;snacks;;padaria
274;890;2021-12-22;702,26;Atlantico Market;2021-09-17;Casa Verde Horticolas;produce;;mercearia
175;425;2024-09-08;2500,0;FreshMart Gaia;2024-01-18;Higiene Plus;cleaning products;;talho
242;725;2023-10-29;2500,0;Mercado Central;2022-10-19;Higiene Plus;cleaning products;;laticinios
210;399;2028-04-21;2490,73;BomPreco;2023-03-24;SnackHouse Distribuicao;snacks;;laticinios
10;70;2030-07-18;2226,83;Atlantico Market;2024-07-05;Casa Verde Horticolas;produce;;congelados
63;558;2031-05-13;5896,41;SuperNorte;2023-01-21;Peixe Fresco Iberico;seafood;50,0;congelados
63;558;2031-05-31;4006,65;SuperNorte;2023-01-21;Peixe Fresco Iberico;seafood;132,0;bebidas
270;92;2025-10-24;3166,14;BomPreco;2022-05-19;Frutaria Atlantica;produce;190,0;talho
240;80;2024-01-06;2794,18;BomPreco;2023-03-19;Casa Verde Horticolas;produce;106,0;higiene
201;339;2025-04-11;2020,46;SuperNorte;2024-04-10;SnackHouse Distribuicao;snacks;;congelados
117;152;2033-09-14;2149,68;SuperNorte;2025-08-17;Frutaria Atlantica;produce;;higiene
398;895;2027-01-16;1574,16;Mercado Central;2026-02-14;Higiene Plus;cleaning products;;congelados
399;13;2026-02-11;2959,69;SuperNorte;2024-04-02;Bebidas Lusas;beverages;;peixaria
327;437;2029-10-24;10000,0;SuperNorte;2023-06-01;Carnes Selectas;meat;94,0;padaria
348;649;2024-09-03;1450,99;BomPreco;2024-01-26;SnackHouse Distribuicao;snacks;;padaria
390;519;2027-07-07;1361,73;BomPreco;2021-05-05;SnackHouse Distribuicao;snacks;;padaria
281;517;2025-01-18;8941,22;Nova Compra;2024-07-19;Carnes Selectas;meat;;bebidas
128;454;2023-06-01;4243,86;Mercado Central;2021-12-26;Congelados Norte;frozen goods;;congelados
133;630;2025-09-12;1834,25;FreshMart Gaia;2023-08-18;Casa Verde Horticolas;produce;26,0;fruta e legumes
290;309;2023-09-14;3000,0;Mercado Central;2022-12-23;SnackHouse Distribuicao;snacks;;padaria
359;454;2030-05-28;5835,69;Nova Compra;2021-05-09;Congelados Norte;frozen goods;;fruta e legumes
463;947;2025-10-26;7498,01;FreshMart Gaia;2025-03-11;Carnes Selectas;meat;108,0;laticinios
281;97;2026-01-12;2853,17;Nova Compra;2024-07-19;Carnes Selectas;meat;;laticinios
279;891;2031-09-20;2574,64;SuperNorte;2022-10-07;Lacteos do Vale;dairy;;laticinios
86;704;2027-03-02;2734,89;Mercado Central;2025-11-24;Congelados Norte;frozen goods;;mercearia
384;167;2031-11-06;4400,21;BomPreco;2024-10-07;Carnes Selectas;meat;;padaria
353;960;2022-06-12;2002,16;Nova Compra;2021-02-20;Casa Verde Horticolas;produce;;talho
185;274;2025-10-07;4230,5;Nova Compra;2023-05-21;Congelados Norte;frozen goods;;mercearia
277;295;2030-04-01;1845,69;FreshMart Gaia;2026-02-03;Higiene Plus;cleaning products;;bebidas
357;306;2025-10-03;1414,55;SuperNorte;2021-05-17;Padaria Industrial;bakery supplies;;higiene
492;955;2023-12-17;2011,72;BomPreco;2023-12-08;Higiene Plus;cleaning products;;padaria
148;765;2028-10-05;750,93;Atlantico Market;2025-02-26;Higiene Plus;cleaning products;174,0;mercearia
381;842;2024-07-18;3500,0;SuperNorte;2021-05-16;Frutaria Atlantica;produce;;talho
85;523;2027-05-25;3708,75;FreshMart Gaia;2025-09-24;Bebidas Lusas;beverages;;padaria
35;969;2022-11-03;2847,94;Nova Compra;2021-05-08;SnackHouse Distribuicao;snacks;;mercearia
135;464;2022-08-02;1387,04;SuperNorte;2022-07-27;Congelados Norte;frozen goods;;mercearia
388;188;2028-03-25;5768,45;Atlantico Market;2022-12-28;Peixe Fresco Iberico;seafood;;padaria
108;24;2022-08-08;2228,45;BomPreco;2021-06-26;Congelados Norte;frozen goods;;laticinios
216;938;2026-02-17;4411,38;BomPreco;2025-09-23;Peixe Fresco Iberico;seafood;;congelados
219;791;2025-05-07;2199,47;SuperNorte;2025-01-12;Lacteos do Vale;dairy;175,0;padaria
214;858;2024-01-12;5591,04;Atlantico Market;2023-09-17;Peixe Fresco Iberico;seafood;87,0;bebidas
495;962;2024-03-11;3341,75;SuperNorte;2022-10-02;Frutaria Atlantica;produce;110,0;peixaria
147;733;2025-11-25;7000,0;SuperNorte;2022-01-01;Bebidas Lusas;beverages;;mercearia
206;297;2026-01-08;3494,97;Mercado Central;2025-04-19;Carnes Selectas;meat;;congelados
224;128;2025-03-28;5219,01;Mercado Central;2024-04-11;Peixe Fresco Iberico;seafood;98,0;fruta e legumes
412;658;2025-12-13;4087,01;Atlantico Market;2024-08-06;Peixe Fresco Iberico;seafood;36,0;laticinios
94;15;2030-11-02;2313,15;Atlantico Market;2024-06-11;Higiene Plus;cleaning products;1,0;talho
94;15;2032-11-21;1477,02;Atlantico Market;2024-06-11;Higiene Plus;cleaning products;49,0;padaria
358;554;2024-06-22;4363,02;Atlantico Market;2024-06-13;Congelados Norte;frozen goods;;higiene
243;224;2026-01-05;4949,19;SuperNorte;2025-04-24;Congelados Norte;frozen goods;;fruta e legumes
481;718;2024-11-16;5650,68;FreshMart Gaia;2023-11-19;Peixe Fresco Iberico;seafood;166,0;padaria
425;936;2022-06-27;680,17;Nova Compra;2022-01-23;Padaria Industrial;bakery supplies;;fruta e legumes
182;90;2027-05-02;1893,0;Mercado Central;2021-08-07;Casa Verde Horticolas;produce;85,0;padaria
126;582;2025-11-14;1640,55;BomPreco;2022-12-13;Frutaria Atlantica;produce;;fruta e legumes
479;95;2029-09-17;1607,39;Nova Compra;2025-03-24;Higiene Plus;cleaning products;18,0;laticinios
191;659;2031-07-22;791,67;Nova Compra;2024-01-10;SnackHouse Distribuicao;snacks;;laticinios
313;761;2024-11-09;2338,08;FreshMart Gaia;2023-03-30;Lacteos do Vale;dairy;109,0;talho
402;374;2030-09-25;3153,32;BomPreco;2023-09-28;Congelados Norte;frozen goods;;higiene
133;577;2028-07-08;5780,48;FreshMart Gaia;2023-08-18;Carnes Selectas;meat;26,0;fruta e legumes
488;261;2022-12-02;3230,89;Mercado Central;2022-02-12;Lacteos do Vale;dairy;;mercearia
119;114;2025-07-22;3347,8;Nova Compra;2024-10-31;Congelados Norte;frozen goods;;talho
200;8;2027-02-25;11137,6;Mercado Central;2025-03-04;Peixe Fresco Iberico;seafood;;fruta e legumes
408;432;2026-03-02;845,22;BomPreco;2022-04-15;Frutaria Atlantica;produce;;laticinios
280;102;2034-07-07;3500,0;Atlantico Market;2025-05-05;Frutaria Atlantica;produce;115,0;higiene
335;742;2034-09-19;3230,08;Nova Compra;2024-12-25;Frutaria Atlantica;produce;139,0;padaria
140;336;2024-10-07;671,01;Mercado Central;2022-07-22;Padaria Industrial;bakery supplies;;higiene
256;624;2024-01-22;2896,24;Atlantico Market;2023-04-01;Congelados Norte;frozen goods;33,0;bebidas
256;624;2024-01-22;2194,35;Atlantico Market;2023-04-01;Congelados Norte;frozen goods;135,0;laticinios
179;848;2032-03-12;9839,67;Nova Compra;2024-10-24;Peixe Fresco Iberico;seafood;;congelados
151;628;2032-05-29;5601,96;FreshMart Gaia;2024-04-02;Peixe Fresco Iberico;seafood;;talho
181;212;2026-01-23;1542,63;FreshMart Gaia;2021-08-25;Frutaria Atlantica;produce;113,0;congelados
173;16;2023-04-13;603,34;Nova Compra;2022-01-16;Padaria Industrial;bakery supplies;104,0;congelados
305;626;2026-04-30;1800,0;Nova Compra;2023-08-27;Padaria Industrial;bakery supplies;;laticinios
29;170;2033-10-24;1194,16;Nova Compra;2025-01-17;Casa Verde Horticolas;produce;;higiene
330;799;2033-01-17;1668,04;BomPreco;2025-02-18;SnackHouse Distribuicao;snacks;;peixaria
491;126;2026-09-25;1102,07;Nova Compra;2024-07-19;Padaria Industrial;bakery supplies;;congelados
207;796;2030-08-19;835,77;SuperNorte;2022-08-16;Padaria Industrial;bakery supplies;;congelados
450;810;2022-07-02;1411,69;BomPreco;2021-02-18;Casa Verde Horticolas;produce;;congelados
167;284;2025-07-22;3641,69;Nova Compra;2024-08-25;Congelados Norte;frozen goods;;higiene
131;394;2030-05-01;5545,66;Nova Compra;2022-05-27;Congelados Norte;frozen goods;152,0;fruta e legumes
431;357;2025-05-21;4619,21;Nova Compra;2024-03-23;Carnes Selectas;meat;194,0;congelados
199;495;2024-09-18;2500,0;FreshMart Gaia;2022-06-22;Higiene Plus;cleaning products;;fruta e legumes
51;666;2022-04-10;704,92;SuperNorte;2021-10-07;Padaria Industrial;bakery supplies;112,0;padaria
395;39;2028-07-16;2316,65;Nova Compra;2023-10-24;SnackHouse Distribuicao;snacks;;mercearia
310;670;2025-04-12;839,29;Atlantico Market;2022-09-29;Casa Verde Horticolas;produce;;bebidas
147;346;2022-12-31;704,96;SuperNorte;2022-01-01;Padaria Industrial;bakery supplies;;talho
6;615;2032-09-11;952,3;BomPreco;2026-02-05;Higiene Plus;cleaning products;;padaria
420;704;2023-02-22;2616,54;BomPreco;2021-05-15;Congelados Norte;frozen goods;;peixaria
51;59;2025-12-24;1874,49;SuperNorte;2021-10-07;SnackHouse Distribuicao;snacks;112,0;padaria
190;651;2034-01-09;2045,99;Atlantico Market;2025-05-26;Lacteos do Vale;dairy;;fruta e legumes
206;718;2026-05-19;2331,08;Mercado Central;2025-04-19;Peixe Fresco Iberico;seafood;;higiene
207;197;2024-12-09;10000,0;SuperNorte;2022-08-16;Carnes Selectas;meat;;talho
118;741;2029-08-13;2327,22;Atlantico Market;2022-07-18;Lacteos do Vale;dairy;;mercearia
10;822;2029-04-05;1850,98;Atlantico Market;2024-07-05;Frutaria Atlantica;produce;;padaria
478;465;2027-08-16;2479,38;Atlantico Market;2025-11-21;Higiene Plus;cleaning products;;padaria
72;648;2023-07-04;10143,06;BomPreco;2021-04-11;Peixe Fresco Iberico;seafood;;congelados
257;906;2024-11-13;874,43;Nova Compra;2021-04-16;Padaria Industrial;bakery supplies;21,0;mercearia
257;906;2024-11-13;415,35;Nova Compra;2021-04-16;Padaria Industrial;bakery supplies;91,0;talho
81;727;2025-02-25;6961,34;SuperNorte;2024-04-22;Carnes Selectas;meat;130,0;padaria
3;459;2025-05-14;1069,82;SuperNorte;2022-12-19;SnackHouse Distribuicao;snacks;;higiene
200;96;2033-06-12;1746,6;Mercado Central;2025-03-04;Padaria Industrial;bakery supplies;;congelados
293;640;2025-09-15;1304,62;Nova Compra;2024-07-22;Casa Verde Horticolas;produce;;peixaria
189;84;2025-04-30;3508,8;SuperNorte;2024-04-27;Congelados Norte;frozen goods;;laticinios
165;983;2033-09-12;2048,94;SuperNorte;2024-06-21;Bebidas Lusas;beverages;;laticinios
476;774;2023-11-25;2436,55;Mercado Central;2023-03-11;Congelados Norte;frozen goods;;talho
56;695;2031-10-13;1309,14;Mercado Central;2023-09-26;Higiene Plus;cleaning products;78,0;bebidas
56;695;2028-09-14;1255,38;Mercado Central;2023-09-26;Higiene Plus;cleaning products;134,0;fruta e legumes
373;37;2028-09-25;4359,04;FreshMart Gaia;2022-06-04;Carnes Selectas;meat;;congelados
282;677;2027-07-28;10000,0;BomPreco;2022-10-01;Carnes Selectas;meat;31,0;padaria
282;677;2031-08-18;7085,42;BomPreco;2022-10-01;Carnes Selectas;meat;142,0;higiene
348;568;2026-09-13;6530,03;BomPreco;2024-01-26;Peixe Fresco Iberico;seafood;;peixaria
467;660;2024-10-25;534,93;Nova Compra;2023-05-01;Casa Verde Horticolas;produce;71,0;fruta e legumes
200;720;2025-08-09;2682,59;Mercado Central;2025-03-04;Casa Verde Horticolas;produce;;peixaria
216;869;2027-09-18;3000,0;BomPreco;2025-09-23;SnackHouse Distribuicao;snacks;;higiene
201;963;2025-03-08;3445,88;SuperNorte;2024-04-10;Bebidas Lusas;beverages;;fruta e legumes
169;707;2034-08-08;3749,67;FreshMart Gaia;2025-07-10;Carnes Selectas;meat;;fruta e legumes
230;538;2025-05-22;6995,72;Mercado Central;2025-02-06;Peixe Fresco Iberico;seafood;;fruta e legumes
108;351;2025-10-18;1129,0;BomPreco;2021-06-26;Lacteos do Vale;dairy;;laticinios
192;723;2023-09-05;4616,71;BomPreco;2023-05-20;Bebidas Lusas;beverages;80,0;fruta e legumes
482;221;2028-04-08;4000,0;Mercado Central;2023-10-18;Lacteos do Vale;dairy;156,0;mercearia
312;289;2028-12-27;1220,01;BomPreco;2025-12-24;SnackHouse Distribuicao;snacks;;bebidas
5;544;2026-03-17;3225,95;Nova Compra;2026-02-01;Congelados Norte;frozen goods;;congelados
29;350;2028-11-13;1784,83;Nova Compra;2025-01-17;Casa Verde Horticolas;produce;;talho
362;939;2023-10-22;1316,83;Mercado Central;2021-04-28;SnackHouse Distribuicao;snacks;144,0;laticinios
28;352;2023-08-10;936,73;Atlantico Market;2023-02-26;Frutaria Atlantica;produce;;congelados
300;424;2027-01-30;3615,6;BomPreco;2022-06-18;Congelados Norte;frozen goods;;talho
238;554;2030-08-25;3301,78;Atlantico Market;2023-01-21;Congelados Norte;frozen goods;;higiene
212;431;2028-02-09;3976,56;Mercado Central;2024-06-29;Lacteos do Vale;dairy;;laticinios
159;380;2032-09-07;3111,5;SuperNorte;2025-01-19;Casa Verde Horticolas;produce;;peixaria
394;104;2024-08-18;8000,0;Atlantico Market;2023-07-15;Congelados Norte;frozen goods;;congelados
365;146;2025-06-13;1434,44;Nova Compra;2023-06-30;Padaria Industrial;bakery supplies;;higiene
215;344;2023-07-28;4717,21;Nova Compra;2022-05-12;Congelados Norte;frozen goods;;padaria
13;122;2024-07-28;1248,2;FreshMart Gaia;2022-10-16;Frutaria Atlantica;produce;;congelados
213;520;2023-06-13;3359,99;SuperNorte;2022-08-14;Casa Verde Horticolas;produce;19,0;talho
434;51;2035-02-16;2514,25;Mercado Central;2025-07-06;Lacteos do Vale;dairy;95,0;congelados
351;438;2025-01-13;3706,87;SuperNorte;2021-03-14;Peixe Fresco Iberico;seafood;;bebidas
224;699;2029-05-07;1093,67;Mercado Central;2024-04-11;SnackHouse Distribuicao;snacks;98,0;fruta e legumes
10;428;2030-09-04;3680,75;Atlantico Market;2024-07-05;Peixe Fresco Iberico;seafood;;fruta e legumes
217;995;2022-12-07;546,1;FreshMart Gaia;2021-10-15;Higiene Plus;cleaning products;171,0;laticinios
104;932;2023-05-18;2203,44;Mercado Central;2023-01-07;Frutaria Atlantica;produce;;peixaria
405;398;2024-06-20;3723,85;SuperNorte;2023-01-07;Peixe Fresco Iberico;seafood;22,0;padaria
294;433;2023-04-11;2668,67;BomPreco;2022-04-03;Bebidas Lusas;beverages;;higiene
15;322;2028-05-05;1882,62;SuperNorte;2024-07-30;Frutaria Atlantica;produce;;mercearia
428;493;2026-02-16;3445,97;Mercado Central;2023-08-26;Bebidas Lusas;beverages;;fruta e legumes
115;11;2031-10-07;1559,58;FreshMart Gaia;2025-01-26;Lacteos do Vale;dairy;;peixaria
117;454;2034-01-10;8000,0;SuperNorte;2025-08-17;Congelados Norte;frozen goods;;laticinios
161;838;2021-08-22;3270,06;Nova Compra;2021-02-26;Peixe Fresco Iberico;seafood;;talho
406;599;2023-08-31;846,42;Atlantico Market;2022-12-02;SnackHouse Distribuicao;snacks;93,0;mercearia
271;692;2027-12-25;2273,26;FreshMart Gaia;2025-10-11;Frutaria Atlantica;produce;;higiene
105;102;2023-05-21;1395,74;SuperNorte;2022-01-11;Frutaria Atlantica;produce;;peixaria
288;66;2027-01-12;741,29;BomPreco;2025-10-31;Padaria Industrial;bakery supplies;;higiene
33;861;2025-10-16;1323,0;SuperNorte;2024-06-15;Lacteos do Vale;dairy;;congelados
87;622;2023-06-30;2154,11;SuperNorte;2022-03-07;Frutaria Atlantica;produce;;talho
435;327;2032-06-07;5977,09;SuperNorte;2024-08-06;Carnes Selectas;meat;;congelados
305;459;2024-12-19;1740,86;Nova Compra;2023-08-27;SnackHouse Distribuicao;snacks;;peixaria
87;512;2026-11-24;1423,12;SuperNorte;2022-03-07;Frutaria Atlantica;produce;;fruta e legumes
397;266;2025-01-10;713,22;FreshMart Gaia;2023-10-31;Padaria Industrial;bakery supplies;32,0;congelados
164;679;2022-09-29;1533,24;Mercado Central;2022-03-01;SnackHouse Distribuicao;snacks;165,0;mercearia
164;679;2022-09-29;2549,04;Mercado Central;2022-03-01;SnackHouse Distribuicao;snacks;181,0;talho
292;30;2024-12-01;3500,0;Atlantico Market;2023-07-16;Casa Verde Horticolas;produce;17,0;fruta e legumes
416;2;2029-08-06;3050,47;Mercado Central;2021-10-24;Frutaria Atlantica;produce;;higiene
473;261;2023-03-10;2699,45;Nova Compra;2021-08-09;Lacteos do Vale;dairy;69,0;bebidas
359;486;2025-04-04;1555,78;Nova Compra;2021-05-09;Padaria Industrial;bakery supplies;;padaria
486;298;2023-08-15;3818,78;BomPreco;2022-02-26;Peixe Fresco Iberico;seafood;;higiene
350;993;2026-06-16;2719,8;Mercado Central;2025-07-14;Bebidas Lusas;beverages;;congelados
498;982;2023-11-24;2342,37;BomPreco;2023-08-24;Frutaria Atlantica;produce;;padaria
261;557;2024-05-10;5120,37;SuperNorte;2023-10-28;Carnes Selectas;meat;;bebidas
96;210;2029-09-10;2153,43;BomPreco;2023-11-03;Casa Verde Horticolas;produce;;congelados
186;649;2023-12-02;2563,91;BomPreco;2021-08-09;SnackHouse Distribuicao;snacks;;talho
31;739;2023-11-25;2390,7;FreshMart Gaia;2023-08-26;SnackHouse Distribuicao;snacks;;laticinios
488;647;2023-08-02;3305,1;Mercado Central;2022-02-12;Carnes Selectas;meat;;fruta e legumes
146;521;2022-11-11;2161,49;Mercado Central;2022-01-30;Lacteos do Vale;dairy;;talho
218;257;2025-10-27;3568,08;Mercado Central;2025-07-13;Carnes Selectas;meat;;laticinios
161;374;2023-07-01;3030,79;Nova Compra;2021-02-26;Congelados Norte;frozen goods;;mercearia
72;303;2023-10-09;1736,49;BomPreco;2021-04-11;Bebidas Lusas;beverages;;talho
247;38;2026-08-09;6902,77;FreshMart Gaia;2021-04-17;Peixe Fresco Iberico;seafood;173,0;peixaria
176;883;2026-01-10;1679,69;Mercado Central;2023-03-01;Bebidas Lusas;beverages;;padaria
39;202;2022-12-05;2209,01;SuperNorte;2022-08-08;Frutaria Atlantica;produce;;bebidas
399;104;2025-02-03;7924,16;SuperNorte;2024-04-02;Congelados Norte;frozen goods;;talho
217;5;2025-10-09;1745,61;FreshMart Gaia;2021-10-15;Higiene Plus;cleaning products;171,0;laticinios
470;842;2023-10-26;1893,71;Mercado Central;2022-09-27;Frutaria Atlantica;produce;84,0;mercearia
106;267;2029-08-21;10000,0;Atlantico Market;2024-07-22;Carnes Selectas;meat;;padaria
259;976;2031-11-02;1158,76;FreshMart Gaia;2025-05-28;Padaria Industrial;bakery supplies;39,0;mercearia
259;976;2027-04-06;678,25;FreshMart Gaia;2025-05-28;Padaria Industrial;bakery supplies;96,0;bebidas
210;526;2026-11-11;1057,91;BomPreco;2023-03-24;Padaria Industrial;bakery supplies;;fruta e legumes
349;133;2029-04-11;7000,0;FreshMart Gaia;2023-10-31;Bebidas Lusas;beverages;;fruta e legumes
51;883;2022-05-28;2293,48;SuperNorte;2021-10-07;Bebidas Lusas;beverages;112,0;padaria
136;69;2024-05-23;886,67;Atlantico Market;2021-09-27;SnackHouse Distribuicao;snacks;;mercearia
14;202;2024-12-01;2439,75;Mercado Central;2022-12-20;Frutaria Atlantica;produce;12,0;mercearia
395;621;2025-02-27;1943,8;Nova Compra;2023-10-24;Lacteos do Vale;dairy;;laticinios
123;351;2025-04-02;1692,26;SuperNorte;2023-03-06;Lacteos do Vale;dairy;185,0;congelados
8;779;2024-08-29;936,27;Mercado Central;2024-02-04;SnackHouse Distribuicao;snacks;172,0;talho
332;438;2025-04-22;2702,7;Mercado Central;2024-11-20;Peixe Fresco Iberico;seafood;;peixaria
407;36;2024-07-24;519,24;Nova Compra;2024-05-16;Padaria Industrial;bakery supplies;;mercearia
388;497;2024-06-30;10000,0;Atlantico Market;2022-12-28;Carnes Selectas;meat;;peixaria
33;294;2030-08-14;4282,86;SuperNorte;2024-06-15;Congelados Norte;frozen goods;;talho
196;691;2030-03-18;889,06;Atlantico Market;2025-12-17;Lacteos do Vale;dairy;4,0;padaria
196;691;2033-05-29;3663,09;Atlantico Market;2025-12-17;Lacteos do Vale;dairy;159,0;bebidas
240;936;2025-02-11;1743,12;BomPreco;2023-03-19;Padaria Industrial;bakery supplies;106,0;higiene
70;44;2031-06-14;7476,54;Atlantico Market;2021-12-25;Congelados Norte;frozen goods;;laticinios
264;24;2031-07-13;3555,43;BomPreco;2024-03-30;Congelados Norte;frozen goods;;laticinios
493;494;2026-06-16;3810,08;FreshMart Gaia;2025-06-26;Congelados Norte;frozen goods;;bebidas
56;316;2023-12-24;1063,89;Mercado Central;2023-09-26;Padaria Industrial;bakery supplies;78,0;bebidas
56;316;2023-12-24;1800,0;Mercado Central;2023-09-26;Padaria Industrial;bakery supplies;134,0;fruta e legumes
103;994;2026-01-15;3349,83;FreshMart Gaia;2022-12-24;Congelados Norte;frozen goods;;fruta e legumes
319;536;2035-09-29;712,14;FreshMart Gaia;2025-11-02;Padaria Industrial;bakery supplies;;laticinios
328;280;2026-06-21;2530,05;Atlantico Market;2024-05-28;Casa Verde Horticolas;produce;;laticinios
492;653;2025-04-04;6461,88;BomPreco;2023-12-08;Bebidas Lusas;beverages;;higiene
380;398;2023-08-03;6347,41;Mercado Central;2022-09-25;Peixe Fresco Iberico;seafood;;bebidas
300;840;2031-06-04;2501,48;BomPreco;2022-06-18;Casa Verde Horticolas;produce;;congelados
75;510;2028-01-11;1946,02;SuperNorte;2024-05-04;Casa Verde Horticolas;produce;65,0;peixaria
75;510;2034-01-29;1652,23;SuperNorte;2024-05-04;Casa Verde Horticolas;produce;170,0;fruta e legumes
394;601;2024-03-14;1480,37;Atlantico Market;2023-07-15;Lacteos do Vale;dairy;;fruta e legumes
288;200;2031-05-29;1100,7;BomPreco;2025-10-31;Casa Verde Horticolas;produce;;laticinios
261;301;2024-02-23;1630,4;SuperNorte;2023-10-28;Lacteos do Vale;dairy;;congelados
85;365;2030-03-18;886,24;FreshMart Gaia;2025-09-24;Higiene Plus;cleaning products;;peixaria
435;778;2025-06-26;7384,4;SuperNorte;2024-08-06;Peixe Fresco Iberico;seafood;;congelados
17;1;2024-05-10;3718,66;Nova Compra;2021-06-10;Lacteos do Vale;dairy;;laticinios
145;345;2029-01-13;1507,21;FreshMart Gaia;2023-11-02;Higiene Plus;cleaning products;131,0;congelados
145;345;2024-12-19;908,59;FreshMart Gaia;2023-11-02;Higiene Plus;cleaning products;177,0;bebidas
378;14;2025-12-14;6318,83;BomPreco;2021-04-27;Congelados Norte;frozen goods;137,0;peixaria
26;5;2025-08-02;1571,53;Mercado Central;2022-05-29;Higiene Plus;cleaning products;;mercearia
233;392;2024-12-26;2311,41;Nova Compra;2023-12-13;Frutaria Atlantica;produce;;peixaria
249;97;2027-02-01;4274,57;SuperNorte;2023-09-28;Carnes Selectas;meat;27,0;laticinios
255;191;2026-05-26;3580,45;SuperNorte;2024-01-22;Lacteos do Vale;dairy;129,0;mercearia
416;118;2025-04-11;10799,74;Mercado Central;2021-10-24;Peixe Fresco Iberico;seafood;;fruta e legumes
333;339;2023-06-30;1518,84;SuperNorte;2021-06-28;SnackHouse Distribuicao;snacks;;laticinios
79;434;2029-03-18;5941,24;FreshMart Gaia;2023-10-18;Congelados Norte;frozen goods;2,0;peixaria
79;434;2025-01-24;7058,87;FreshMart Gaia;2023-10-18;Congelados Norte;frozen goods;67,0;padaria
176;493;2025-04-07;3041,46;Mercado Central;2023-03-01;Bebidas Lusas;beverages;;mercearia
322;451;2033-05-12;2072,82;Atlantico Market;2026-01-04;Lacteos do Vale;dairy;34,0;higiene
1;609;2023-11-22;1710,32;FreshMart Gaia;2023-11-13;SnackHouse Distribuicao;snacks;;congelados
231;868;2026-04-20;3966,1;SuperNorte;2025-05-07;Peixe Fresco Iberico;seafood;;fruta e legumes
434;107;2031-04-02;6587,32;Mercado Central;2025-07-06;Carnes Selectas;meat;95,0;congelados
411;145;2030-12-06;2178,4;SuperNorte;2023-06-02;Higiene Plus;cleaning products;;laticinios
301;538;2030-08-05;6092,47;FreshMart Gaia;2021-11-05;Peixe Fresco Iberico;seafood;20,0;peixaria
301;538;2031-05-08;7574,1;FreshMart Gaia;2021-11-05;Peixe Fresco Iberico;seafood;147,0;mercearia
123;733;2024-09-27;7000,0;SuperNorte;2023-03-06;Bebidas Lusas;beverages;185,0;congelados
292;826;2026-07-26;833,34;Atlantico Market;2023-07-16;Padaria Industrial;bakery supplies;17,0;fruta e legumes
493;448;2027-12-07;7644,0;FreshMart Gaia;2025-06-26;Peixe Fresco Iberico;seafood;;mercearia
15;79;2032-12-29;1276,8;SuperNorte;2024-07-30;SnackHouse Distribuicao;snacks;;higiene
31;541;2030-07-06;1643,4;FreshMart Gaia;2023-08-26;Lacteos do Vale;dairy;;talho
319;933;2030-02-25;4373,69;FreshMart Gaia;2025-11-02;Bebidas Lusas;beverages;;congelados
147;274;2024-07-08;4793,36;SuperNorte;2022-01-01;Congelados Norte;frozen goods;;padaria
450;511;2022-02-24;2760,05;BomPreco;2021-02-18;Lacteos do Vale;dairy;;mercearia
369;159;2024-03-05;1707,53;SuperNorte;2024-02-08;SnackHouse Distribuicao;snacks;;peixaria
88;831;2024-06-08;2650,59;Atlantico Market;2021-03-26;Lacteos do Vale;dairy;62,0;fruta e legumes
56;949;2031-11-08;3000,0;Mercado Central;2023-09-26;SnackHouse Distribuicao;snacks;78,0;bebidas
56;949;2024-02-07;2658,43;Mercado Central;2023-09-26;SnackHouse Distribuicao;snacks;134,0;fruta e legumes
137;440;2021-05-14;2154,28;Nova Compra;2021-03-16;Casa Verde Horticolas;produce;150,0;bebidas
279;456;2024-10-20;1255,09;SuperNorte;2022-10-07;Padaria Industrial;bakery supplies;;peixaria
277;667;2036-01-05;4720,4;FreshMart Gaia;2026-02-03;Carnes Selectas;meat;;higiene
206;282;2027-05-21;1722,11;Mercado Central;2025-04-19;Frutaria Atlantica;produce;;peixaria
167;640;2025-08-31;2308,95;Nova Compra;2024-08-25;Casa Verde Horticolas;produce;;bebidas
449;360;2029-11-20;1924,43;Nova Compra;2024-02-23;Casa Verde Horticolas;produce;;laticinios
474;234;2024-12-01;6143,98;BomPreco;2023-04-15;Congelados Norte;frozen goods;;laticinios
182;245;2022-02-03;2431,81;Mercado Central;2021-08-07;Higiene Plus;cleaning products;85,0;padaria
306;394;2027-09-15;4107,52;BomPreco;2025-04-13;Congelados Norte;frozen goods;;higiene
221;868;2024-06-08;2631,77;Nova Compra;2022-05-20;Peixe Fresco Iberico;seafood;;peixaria
154;316;2028-07-29;1800,0;Atlantico Market;2025-10-16;Padaria Industrial;bakery supplies;184,0;padaria
173;754;2022-05-07;3205,9;Nova Compra;2022-01-16;Congelados Norte;frozen goods;104,0;congelados
435;841;2025-05-17;2347,36;SuperNorte;2024-08-06;Lacteos do Vale;dairy;;padaria
257;92;2024-06-04;2566,54;Nova Compra;2021-04-16;Frutaria Atlantica;produce;21,0;mercearia
257;92;2024-06-04;3487,63;Nova Compra;2021-04-16;Frutaria Atlantica;produce;91,0;talho
161;286;2026-01-14;1800,0;Nova Compra;2021-02-26;Padaria Industrial;bakery supplies;;higiene
